<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX,W,20180115,00:00,113.4400000,114.9900000,111.0500000,111.5000000,39879600
MOEX,W,20180122,00:00,111.5100000,116.8000000,111.5100000,115.7500000,42170300
MOEX,W,20180129,00:00,115.7500000,119.2000000,114.2600000,115.8000000,39750120
MOEX,W,20180205,00:00,114.7600000,116.4400000,109.5200000,110.5000000,38800580
MOEX,W,20180212,00:00,111.3500000,112.5500000,110.0800000,110.6200000,29994760
MOEX,W,20180219,00:00,110.7800000,114.3900000,110.3400000,113.6800000,23333030
MOEX,W,20180226,00:00,114.4900000,116.2400000,110.9200000,115.4600000,29327110
MOEX,W,20180305,00:00,116.0100000,121.2000000,116.0100000,120.9700000,31036480
MOEX,W,20180312,00:00,120.9800000,121.2000000,114.7600000,121.0000000,39010200
MOEX,W,20180319,00:00,120.0400000,120.8800000,108.5800000,119.0000000,31898780
MOEX,W,20180326,00:00,118.5900000,118.9900000,115.9800000,117.0000000,24049510
MOEX,W,20180402,00:00,117.0300000,117.5100000,115.6700000,116.9000000,17888510
MOEX,W,20180409,00:00,116.7000000,117.2700000,111.1000000,112.2000000,67016260
MOEX,W,20180416,00:00,111.8200000,117.5800000,111.4000000,115.9900000,41965090
MOEX,W,20180423,00:00,116.0000000,120.9000000,113.6500000,119.6700000,43483330
MOEX,W,20180430,00:00,119.6700000,121.9000000,113.5000000,120.5300000,25838810
MOEX,W,20180507,00:00,121.2000000,123.0600000,118.2500000,123.0600000,29662810
MOEX,W,20180514,00:00,118.0200000,119.3100000,114.3500000,117.1600000,45380930
MOEX,W,20180521,00:00,116.9400000,117.7900000,113.1500000,114.8000000,24674430
MOEX,W,20180528,00:00,114.7900000,115.7600000,111.4700000,114.3000000,32556990
MOEX,W,20180604,00:00,114.9400000,115.8800000,107.5800000,108.6700000,33705060
MOEX,W,20180611,00:00,108.8600000,111.8500000,105.8400000,111.1800000,25409810
MOEX,W,20180618,00:00,110.5200000,112.2600000,106.2000000,111.6000000,34543410
MOEX,W,20180625,00:00,112.0000000,113.3000000,108.5800000,108.5800000,24721760
MOEX,W,20180702,00:00,109.0100000,110.0600000,105.6500000,108.0000000,34483960
MOEX,W,20180709,00:00,108.1600000,110.5000000,106.2000000,106.4100000,32662440
MOEX,W,20180716,00:00,106.7000000,107.4000000,102.5100000,103.7500000,30686620
MOEX,W,20180723,00:00,104.0100000,105.4100000,100.6300000,101.8000000,31413160
MOEX,W,20180730,00:00,101.8200000,103.7500000,99.8000000,102.0600000,41181590
MOEX,W,20180806,00:00,101.8000000,103.0000000,97.8000000,101.2400000,37685500
MOEX,W,20180813,00:00,100.5600000,102.7400000,99.5100000,100.0300000,25293030
MOEX,W,20180820,00:00,100.4900000,101.2500000,97.7200000,98.6300000,25191000
MOEX,W,20180827,00:00,98.9500000,99.2800000,95.0700000,98.0400000,38589150
MOEX,W,20180903,00:00,97.9000000,98.8800000,94.1300000,95.0000000,29750560
MOEX,W,20180910,00:00,95.0900000,98.5100000,94.5100000,97.0000000,28377020
MOEX,W,20180917,00:00,97.1900000,101.2000000,97.0000000,100.9500000,46762100
MOEX,W,20180924,00:00,100.7800000,103.0000000,96.2500000,97.2000000,47377520
MOEX,W,20181001,00:00,97.7000000,98.1000000,95.3500000,96.0200000,33101650
MOEX,W,20181008,00:00,96.4700000,96.7100000,91.7100000,93.4500000,30161180
MOEX,W,20181015,00:00,93.3900000,93.7500000,90.0500000,90.5800000,38324350
MOEX,W,20181022,00:00,90.6000000,90.8900000,83.1300000,83.5000000,61819280
MOEX,W,20181029,00:00,83.5900000,89.7400000,82.1000000,88.4600000,52494240
MOEX,W,20181105,00:00,89.0000000,93.2400000,88.5200000,88.8500000,41309320
MOEX,W,20181112,00:00,89.4600000,94.9200000,88.0500000,93.4500000,39730490
MOEX,W,20181119,00:00,93.5600000,94.0000000,88.8000000,90.8200000,40338490
MOEX,W,20181126,00:00,91.2000000,91.9400000,89.1400000,89.5200000,33373310
MOEX,W,20181203,00:00,90.0900000,91.4300000,88.2500000,88.4200000,31630120
MOEX,W,20181210,00:00,88.4100000,88.8300000,84.0000000,84.0000000,29692620
MOEX,W,20181217,00:00,83.9900000,85.2900000,83.0000000,83.3000000,44143180
MOEX,W,20181224,00:00,83.2000000,83.3900000,79.6600000,81.0000000,34692870
MOEX,W,20181231,00:00,80.9500000,84.8000000,80.7700000,84.0000000,15432670
MOEX,W,20190107,00:00,84.4400000,88.1900000,83.3300000,88.0000000,45659190
MOEX,W,20190114,00:00,87.5600000,93.6900000,86.4400000,93.3300000,68825060
MOEX,W,20190121,00:00,93.3900000,95.3900000,90.3600000,91.4900000,50426470
MOEX,W,20190128,00:00,91.3600000,94.2300000,89.5200000,93.5000000,46442470
MOEX,W,20190204,00:00,93.6600000,94.3800000,89.7000000,90.7000000,27909600
MOEX,W,20190211,00:00,90.5300000,91.6900000,87.2600000,90.1500000,73335930
MOEX,W,20190218,00:00,90.1500000,90.6500000,88.7700000,89.5000000,36423800
MOEX,W,20190225,00:00,89.5100000,91.9500000,89.1100000,91.5700000,31924910
MOEX,W,20190304,00:00,91.7100000,94.7200000,91.4400000,93.9500000,39504630
MOEX,W,20190311,00:00,93.6500000,94.9200000,90.7100000,91.0800000,37886570
MOEX,W,20190318,00:00,91.5200000,91.9400000,89.0500000,89.0800000,35281230
MOEX,W,20190325,00:00,89.0800000,91.7800000,88.4000000,91.3000000,35128370
MOEX,W,20190401,00:00,91.5800000,92.9500000,90.5500000,91.0200000,28999700
MOEX,W,20190408,00:00,91.3500000,93.8000000,90.8000000,91.4000000,48063670
MOEX,W,20190415,00:00,91.6000000,92.0500000,90.7100000,91.6000000,34090000
MOEX,W,20190422,00:00,91.9900000,92.7000000,90.1700000,90.9900000,35437650
MOEX,W,20190429,00:00,91.1700000,92.4000000,89.8800000,91.8300000,50726200
MOEX,W,20190506,00:00,91.5000000,93.8700000,91.0600000,91.6700000,54328450
MOEX,W,20190513,00:00,84.9800000,87.3600000,83.3800000,83.8000000,58181830
MOEX,W,20190520,00:00,84.0000000,85.0700000,83.4200000,83.5900000,32027300
MOEX,W,20190527,00:00,83.7500000,84.8600000,83.2300000,84.7500000,37084790
MOEX,W,20190603,00:00,84.4600000,88.3800000,84.0400000,87.5500000,61067640
MOEX,W,20190610,00:00,87.7100000,90.0000000,87.5800000,89.3000000,54546000
MOEX,W,20190617,00:00,89.4000000,90.9700000,88.5300000,89.6800000,50309660
MOEX,W,20190624,00:00,89.6900000,90.5000000,88.6100000,90.1500000,28264230
MOEX,W,20190701,00:00,90.5200000,95.9900000,90.0200000,95.3000000,63452710
MOEX,W,20190708,00:00,95.1700000,97.2300000,92.7700000,93.9700000,41640530
MOEX,W,20190715,00:00,94.2700000,95.6400000,91.8500000,93.0600000,26034170
MOEX,W,20190722,00:00,93.0500000,93.1100000,89.1900000,91.1400000,35163500
MOEX,W,20190729,00:00,91.7000000,93.7500000,91.0700000,92.4000000,28689700
MOEX,W,20190805,00:00,92.0400000,96.7500000,92.0400000,94.9000000,44976140
MOEX,W,20190812,00:00,94.9500000,95.3700000,91.8300000,91.8300000,23702770
MOEX,W,20190819,00:00,92.1900000,94.5000000,90.6600000,93.5000000,28927730
MOEX,W,20190826,00:00,93.4000000,95.9200000,92.7200000,94.6200000,26693950
MOEX,W,20190902,00:00,95.4400000,96.1900000,93.3000000,95.5400000,28182670
MOEX,W,20190909,00:00,95.4300000,97.7700000,93.7500000,96.8000000,47329270
MOEX,W,20190916,00:00,97.0000000,97.6900000,95.2600000,95.5800000,31760750
MOEX,W,20190923,00:00,95.2900000,96.1200000,94.1000000,94.8500000,18315660
MOEX,W,20190930,00:00,94.8700000,95.6300000,90.5100000,91.4400000,33370560
MOEX,W,20191007,00:00,91.8000000,92.1000000,89.5500000,90.2500000,25658200
MOEX,W,20191014,00:00,90.4000000,94.7300000,89.2300000,92.7000000,40465390
MOEX,W,20191021,00:00,92.7500000,94.3900000,91.3600000,93.2000000,35099430
MOEX,W,20191028,00:00,93.0100000,97.4300000,93.0100000,97.0500000,35191450
MOEX,W,20191104,00:00,97.0500000,100.5000000,96.6000000,99.1400000,55521070
MOEX,W,20191111,00:00,98.8800000,100.8800000,98.5100000,100.1300000,25761950
MOEX,W,20191118,00:00,100.0000000,106.3500000,99.6100000,105.2000000,45046450
MOEX,W,20191125,00:00,105.3900000,106.8800000,103.7100000,105.7000000,42463370
MOEX,W,20191202,00:00,105.7000000,106.2800000,103.8100000,106.1700000,28689630
MOEX,W,20191209,00:00,106.1700000,109.9500000,104.3000000,108.9600000,33108050
MOEX,W,20191216,00:00,109.3900000,111.4000000,107.2600000,107.4800000,32322400
MOEX,W,20191223,00:00,107.6500000,108.2600000,106.1000000,107.0800000,11006480
MOEX,W,20191230,00:00,107.1900000,109.8600000,106.7000000,107.1800000,9144800
MOEX,W,20200106,00:00,107.1900000,113.0000000,106.4200000,112.9900000,25354740
MOEX,W,20200113,00:00,112.9900000,116.3800000,112.1600000,114.8000000,40776040
MOEX,W,20200120,00:00,114.8100000,116.0000000,112.2700000,113.0000000,31890970
MOEX,W,20200127,00:00,112.6100000,113.4400000,109.3000000,109.9400000,27105340
MOEX,W,20200203,00:00,107.9900000,114.5500000,107.4700000,113.1600000,36151370
MOEX,W,20200210,00:00,112.7300000,115.0000000,111.5200000,112.5000000,27884400
MOEX,W,20200217,00:00,112.8200000,112.9500000,111.2000000,111.3300000,20610320
MOEX,W,20200224,00:00,110.6800000,111.2900000,92.3000000,99.0800000,62408020
MOEX,W,20200302,00:00,101.2200000,102.5500000,89.3200000,90.9500000,155658860
MOEX,W,20200309,00:00,82.0000000,94.7000000,81.8600000,90.0100000,172603500
MOEX,W,20200316,00:00,89.0000000,93.0000000,79.5400000,92.0000000,186098210
MOEX,W,20200323,00:00,90.1600000,97.4600000,86.1600000,91.7300000,95180380
MOEX,W,20200330,00:00,91.3500000,100.0200000,89.4400000,99.0000000,88839420
MOEX,W,20200406,00:00,99.8800000,106.9000000,98.9000000,105.4000000,81586000
MOEX,W,20200413,00:00,105.8000000,113.7700000,101.0500000,113.3700000,91184290
MOEX,W,20200420,00:00,113.2900000,119.9000000,108.3700000,117.0300000,85973670
MOEX,W,20200427,00:00,118.0000000,129.1500000,116.9700000,120.2300000,100436500
MOEX,W,20200504,00:00,118.7900000,127.7800000,117.8800000,127.0900000,70883630
MOEX,W,20200511,00:00,127.5100000,128.7400000,113.1100000,113.5700000,113959470
MOEX,W,20200518,00:00,114.8900000,116.6000000,113.1700000,114.4700000,70795170
MOEX,W,20200525,00:00,114.3100000,116.8200000,113.7700000,114.2900000,46757020
MOEX,W,20200601,00:00,114.2800000,119.5700000,113.3900000,118.2800000,70741030
MOEX,W,20200608,00:00,118.5600000,119.1700000,114.0600000,116.0500000,36950370
MOEX,W,20200615,00:00,114.8800000,117.5900000,111.3800000,115.6700000,55261800
MOEX,W,20200622,00:00,115.9400000,116.4500000,111.4700000,113.4200000,38858470
MOEX,W,20200629,00:00,113.0100000,116.4000000,112.2400000,116.1400000,30289030
MOEX,W,20200706,00:00,116.8800000,126.8000000,116.4000000,126.4500000,78240470
MOEX,W,20200713,00:00,126.8000000,127.8600000,121.3200000,125.3700000,44643480
MOEX,W,20200720,00:00,125.2100000,128.3300000,124.2700000,128.2000000,33780250
MOEX,W,20200727,00:00,128.2000000,134.2000000,127.5000000,133.2500000,39844080
MOEX,W,20200803,00:00,133.5300000,148.1200000,133.5300000,143.2400000,84930330
MOEX,W,20200810,00:00,142.4900000,147.5000000,139.5200000,143.7500000,55529010
MOEX,W,20200817,00:00,144.0000000,146.9000000,141.7000000,146.1800000,45797550
MOEX,W,20200824,00:00,146.9900000,148.8000000,138.1500000,139.3800000,37238630
MOEX,W,20200831,00:00,140.0000000,140.6900000,129.0000000,135.0800000,60795760
MOEX,W,20200907,00:00,134.1900000,140.5400000,133.5800000,138.3900000,31484360
MOEX,W,20200914,00:00,139.0200000,150.0000000,137.0100000,146.2600000,71517820
MOEX,W,20200921,00:00,146.3200000,148.7000000,140.4100000,144.6500000,58980640
MOEX,W,20200928,00:00,145.2500000,149.8800000,144.7800000,148.1000000,49628830
MOEX,W,20201005,00:00,148.9100000,155.9200000,148.4000000,149.5500000,69658220
MOEX,W,20201012,00:00,149.9600000,153.1000000,146.1600000,146.9200000,58533690
MOEX,W,20201019,00:00,147.1500000,148.6000000,140.8600000,142.6700000,59787140
MOEX,W,20201026,00:00,142.0000000,142.2600000,133.7500000,134.1900000,69777170
MOEX,W,20201102,00:00,133.9000000,139.6000000,131.0200000,137.6500000,70292520
MOEX,W,20201109,00:00,138.9200000,142.2400000,132.6700000,134.5700000,81870150
MOEX,W,20201116,00:00,136.0000000,140.2000000,134.0900000,139.4800000,74561810
MOEX,W,20201123,00:00,139.6000000,154.1200000,137.2300000,153.1000000,94174840
MOEX,W,20201130,00:00,152.5200000,162.8000000,151.3600000,157.6000000,86815420
MOEX,W,20201207,00:00,157.6000000,168.4300000,156.5500000,167.7100000,54872520
MOEX,W,20201214,00:00,168.5300000,169.0000000,159.4500000,160.6600000,68610860
MOEX,W,20201221,00:00,159.9900000,163.4800000,152.7600000,160.1900000,38077920
MOEX,W,20201228,00:00,161.0000000,161.3600000,158.0200000,159.2500000,10641590
MOEX,W,20210104,00:00,159.6800000,162.9700000,157.2500000,160.3300000,36073200
MOEX,W,20210111,00:00,160.1500000,161.8400000,157.5400000,159.9000000,53029040
MOEX,W,20210118,00:00,160.1000000,167.8200000,156.2200000,158.6600000,61391820
MOEX,W,20210125,00:00,159.0000000,165.3700000,156.7300000,157.6200000,39824540
MOEX,W,20210201,00:00,158.2800000,161.0000000,154.3500000,158.2000000,38784530
MOEX,W,20210208,00:00,158.8100000,165.5500000,158.4000000,163.2800000,42636240
MOEX,W,20210215,00:00,163.5300000,167.1500000,160.0100000,165.8100000,47296780
MOEX,W,20210222,00:00,165.5500000,175.7000000,164.6500000,173.3100000,58226310
MOEX,W,20210301,00:00,174.1000000,178.4800000,164.3000000,167.4300000,66694390
MOEX,W,20210308,00:00,166.6000000,170.8000000,166.2600000,167.8700000,38454930
MOEX,W,20210315,00:00,168.2500000,170.8200000,163.7500000,168.1700000,48797310
MOEX,W,20210322,00:00,168.2500000,169.8400000,165.3200000,169.5700000,25093930
MOEX,W,20210329,00:00,169.8000000,175.7000000,168.2400000,169.4100000,42189840
MOEX,W,20210405,00:00,168.9100000,173.6600000,166.4300000,171.0300000,31551940
MOEX,W,20210412,00:00,171.1700000,175.0000000,170.1000000,173.4700000,28357340
MOEX,W,20210419,00:00,173.1300000,174.5200000,168.5800000,171.2000000,34627790
MOEX,W,20210426,00:00,171.8700000,181.6200000,171.1000000,177.8000000,43103250
MOEX,W,20210503,00:00,178.8100000,189.8000000,177.8600000,187.3700000,33021100
MOEX,W,20210510,00:00,187.3000000,192.6300000,174.1100000,175.3500000,59186690
MOEX,W,20210517,00:00,175.7500000,178.0500000,167.6400000,168.9700000,41606900
MOEX,W,20210524,00:00,169.3800000,171.5000000,167.1000000,168.3100000,43422800
MOEX,W,20210531,00:00,168.3300000,172.8500000,167.9000000,172.8000000,50422760
MOEX,W,20210607,00:00,172.9200000,177.4000000,171.9700000,174.9600000,42504020
MOEX,W,20210614,00:00,175.2000000,180.3000000,173.9300000,176.6900000,47894040
MOEX,W,20210621,00:00,176.3400000,178.7200000,171.6000000,172.4600000,29570200
MOEX,W,20210628,00:00,172.5100000,175.1400000,168.9200000,171.1000000,41352600
MOEX,W,20210705,00:00,171.4800000,175.1900000,170.5500000,171.5500000,31662560
MOEX,W,20210712,00:00,171.9000000,172.9600000,168.1700000,169.5100000,30795550
MOEX,W,20210719,00:00,168.9900000,171.7000000,163.5800000,170.0000000,39389360
MOEX,W,20210726,00:00,169.4900000,174.9600000,168.6000000,173.4100000,24345880
MOEX,W,20210802,00:00,173.6800000,176.3500000,172.0900000,174.5000000,24570740
MOEX,W,20210809,00:00,174.5000000,177.9000000,173.4900000,174.7400000,23356810
MOEX,W,20210816,00:00,174.5200000,185.3300000,173.3000000,181.1000000,42445780
MOEX,W,20210823,00:00,181.4200000,182.9900000,178.3500000,181.8300000,21974560
MOEX,W,20210830,00:00,182.0000000,191.5200000,181.8600000,186.3900000,42651460
MOEX,W,20210906,00:00,186.6800000,188.1700000,181.0200000,186.0900000,28476890
MOEX,W,20210913,00:00,186.2600000,186.5600000,178.7300000,182.0800000,44361690
MOEX,W,20210920,00:00,181.5600000,183.3000000,177.5000000,179.3700000,26450210
MOEX,W,20210927,00:00,180.0100000,180.3900000,169.6400000,170.9600000,42930200
MOEX,W,20211004,00:00,170.5000000,178.1000000,167.4300000,174.9000000,40952440
MOEX,W,20211011,00:00,174.4300000,186.4900000,174.2300000,185.7200000,43829710
MOEX,W,20211018,00:00,186.3400000,187.0000000,169.4000000,171.0000000,93430390
MOEX,W,20211025,00:00,171.0000000,176.5000000,170.3100000,173.3500000,44225280
MOEX,W,20211101,00:00,173.1000000,175.5800000,171.2300000,172.9700000,24697480
MOEX,W,20211108,00:00,173.0000000,174.2600000,167.6800000,169.6400000,38583230
MOEX,W,20211115,00:00,169.5000000,173.7000000,160.7800000,161.8000000,44346500
MOEX,W,20211122,00:00,161.5000000,162.9600000,149.5000000,150.0500000,77107520
MOEX,W,20211129,00:00,151.9100000,163.4200000,148.7400000,157.8000000,67716520
MOEX,W,20211206,00:00,158.4900000,161.9900000,150.7500000,152.5300000,40891860
MOEX,W,20211213,00:00,152.2400000,153.9400000,138.7300000,147.4800000,62455740
MOEX,W,20211220,00:00,147.3000000,152.9700000,143.6400000,149.5300000,37201720
MOEX,W,20211227,00:00,149.5500000,153.6700000,149.5300000,153.2200000,25063040
MOEX,W,20220103,00:00,153.6200000,158.9400000,146.4000000,149.0200000,32765530
MOEX,W,20220110,00:00,149.0200000,152.4700000,137.5700000,144.2700000,76522610
MOEX,W,20220117,00:00,144.4500000,148.9300000,124.5000000,145.9800000,123178670
MOEX,W,20220124,00:00,146.5500000,147.8000000,137.0000000,144.4000000,86606670
MOEX,W,20220131,00:00,145.4500000,146.5000000,136.7900000,141.0900000,51004980
MOEX,W,20220207,00:00,140.0200000,143.9400000,135.4000000,136.2000000,54527960
MOEX,W,20220214,00:00,135.9400000,141.9000000,131.4400000,133.1600000,89806490
MOEX,W,20220221,00:00,132.4100000,135.8900000,73.3700000,95.5100000,189683740
MOEX,W,20220321,00:00,94.5400000,110.1000000,91.1100000,96.5700000,10964550
MOEX,W,20220328,00:00,97.0100000,114.0000000,86.0000000,111.4500000,32811600
MOEX,W,20220404,00:00,111.9000000,117.0000000,100.0000000,102.2900000,23111510
MOEX,W,20220411,00:00,102.7400000,103.7000000,90.1200000,93.6500000,10527970
MOEX,W,20220418,00:00,93.9500000,95.0000000,87.0600000,90.0500000,9196460
MOEX,W,20220425,00:00,90.0500000,97.7800000,87.7000000,94.7900000,11821770
MOEX,W,20220502,00:00,94.8500000,96.8200000,90.0000000,90.2700000,4109160
MOEX,W,20220509,00:00,90.5600000,90.9900000,87.8000000,88.3000000,3664210
MOEX,W,20220516,00:00,88.6000000,94.4000000,88.2100000,89.6000000,9639940
MOEX,W,20220523,00:00,90.0400000,92.7000000,86.7000000,90.6500000,8210350
MOEX,W,20220530,00:00,90.9900000,91.9600000,84.5000000,88.7000000,16836070
MOEX,W,20220606,00:00,88.8000000,89.2400000,85.1900000,85.7000000,8238010
MOEX,W,20220613,00:00,85.7200000,87.5900000,85.0600000,86.0500000,7480320
MOEX,W,20220620,00:00,86.1400000,89.5000000,86.0000000,89.3700000,13680780
MOEX,W,20220627,00:00,89.2800000,92.1700000,84.0300000,85.3600000,20078830
MOEX,W,20220704,00:00,85.3600000,86.6800000,84.2600000,85.2000000,9491790
MOEX,W,20220711,00:00,85.2200000,86.1000000,80.7700000,82.5000000,15295520
MOEX,W,20220718,00:00,83.2000000,84.8200000,81.3100000,84.8100000,7675920
MOEX,W,20220725,00:00,84.7000000,87.8200000,83.8500000,86.2000000,8685110
MOEX,W,20220801,00:00,86.2500000,86.2700000,80.7700000,81.3200000,8563570
MOEX,W,20220808,00:00,86.2800000,86.2800000,81.4000000,85.7600000,14252080
MOEX,W,20220815,00:00,86.0000000,87.2500000,84.0100000,86.7700000,16932090
MOEX,W,20220822,00:00,86.8500000,89.4900000,86.2100000,89.3000000,17739340
MOEX,W,20220829,00:00,89.4900000,96.7800000,88.6800000,95.8800000,31929780
MOEX,W,20220905,00:00,95.9800000,98.4900000,92.8000000,95.2400000,25886240
MOEX,W,20220912,00:00,95.2000000,96.6900000,93.5200000,94.9800000,15948540
MOEX,W,20220919,00:00,95.0000000,95.5400000,78.0100000,83.7200000,32595720
MOEX,W,20220926,00:00,82.0500000,82.7400000,73.1100000,76.9600000,30019720
MOEX,W,20221003,00:00,77.3500000,81.6500000,73.1000000,73.1900000,24448200
MOEX,W,20221010,00:00,69.7100000,77.7500000,69.7000000,76.4300000,20822970
MOEX,W,20221017,00:00,76.6200000,83.4900000,76.0600000,82.4900000,23399010
MOEX,W,20221024,00:00,83.1000000,86.4700000,82.0000000,85.3800000,20435780
MOEX,W,20221031,00:00,85.9900000,86.2900000,82.2200000,84.9200000,13434710
MOEX,W,20221107,00:00,85.2500000,87.9400000,84.0900000,86.7600000,18513730
MOEX,W,20221114,00:00,87.1300000,89.4400000,83.6200000,88.8100000,24195510
MOEX,W,20221121,00:00,88.5000000,88.6800000,86.3100000,87.6000000,12563890
MOEX,W,20221128,00:00,87.3000000,87.6000000,86.3200000,87.0200000,7721420
MOEX,W,20221205,00:00,87.0500000,89.7000000,86.8000000,88.1700000,9442540
MOEX,W,20221212,00:00,88.0100000,88.4300000,84.2200000,84.9500000,8275110
MOEX,W,20221219,00:00,84.9500000,93.4200000,84.0500000,92.8700000,13597560
